sample_id,file_id,split_index,split_total,source_file,source_path,task_id,word_count,char_count,text,text_preview,ai_status,lipa_gi_compliant,label
evaluation protocols, producer accreditation, annual audits, and a formal GI governing council.
Consensus Level: 88% agreement.
Decision: Approved for inclusion in GI preparation roadmap.
Traceability Support: Yes.
GI Registration Support: Yes.
Consultation ID: SC-037
Date: 2025 Consultation Cycle
Stakeholder Group: Coffee Farmers, LGU Representatives, Traders, Roasters, Cooperatives,
Academic Experts, and Industry Organizations.
Participants: 57 attendees.
Primary Agenda: Delimitation of production area, producer registration, traceability, quality
standards, governance formation, Manual of Specifications (MoP), sustainability practices, market
protection, and GI compliance.
Discussion Summary: Participants discussed preserving the reputation of authentic Kapeng
Barako from Lipa City and neighboring production zones. Concerns included misuse of the Barako
name, inconsistent quality standards, insufficient farm documentation, counterfeit products, weak
supply-chain transparency, and the need for stronger producer representation. Stakeholders
recommended standardized farm records, harvest monitoring, QR-based traceability, sensory
evaluation protocols, producer accreditation, annual audits, and a formal GI governing council.
Consensus Level: 89% agreement.
Decision: Approved for inclusion in GI preparation roadmap.
Traceability Support: Yes.
GI Registration Support: Yes.
Consultation ID: SC-038
Date: 2025 Consultation Cycle
Stakeholder Group: Coffee Farmers, LGU Representatives, Traders, Roasters, Cooperatives,
Academic Experts, and Industry Organizations.
Participants: 58 attendees.
Primary Agenda: Delimitation of production area, producer registration, traceability, quality
standards, governance formation, Manual of Specifications (MoP), sustainability practices, market
protection, and GI compliance.
Discussion Summary: Participants discussed preserving the reputation of authentic Kapeng
Barako from Lipa City and neighboring production zones. Concerns included misuse of the Barako
name, inconsistent quality standards, insufficient farm documentation, counterfeit products, weak
supply-chain transparency, and the need for stronger producer representation. Stakeholders
recommended standardized farm records, harvest monitoring, QR-based traceability, sensory
evaluation protocols, producer accreditation, annual audits, and a formal GI governing council.
Consensus Level: 90% agreement.
Decision: Approved for inclusion in GI preparation roadmap.
Traceability Support: Yes.
GI Registration Support: Yes.
Consultation ID: SC-039
Date: 2025 Consultation Cycle
Stakeholder Group: Coffee Farmers, LGU Representatives, Traders, Roasters, Cooperatives,
Academic Experts, and Industry Organizations.
Participants: 59 attendees.
Primary Agenda: Delimitation of production area, producer registration, traceability, quality
standards, governance formation, Manual of Specifications (MoP), sustainability practices, market
protection, and GI compliance.
Discussion Summary: Participants discussed preserving the reputation of authentic Kapeng
Barako from Lipa City and neighboring production zones. Concerns included misuse of the Barako
name, inconsistent quality standards, insufficient farm documentation, counterfeit products, weak
supply-chain transparency, and the need for stronger producer representation. Stakeholders
recommended standardized farm records, harvest monitoring, QR-based traceability, sensory

evaluation protocols, producer accreditation, annual audits, and a formal GI governing council.
Consensus Level: 91% agreement.
Decision: Approved for inclusion in GI preparation roadmap.
Traceability Support: Yes.
GI Registration Support: Yes.
Consultation ID: SC-040
Date: 2025 Consultation Cycle
Stakeholder Group: Coffee Farmers, LGU Representatives, Traders, Roasters, Cooperatives,
Academic Experts, and Industry Organizations.
Participants: 20 attendees.
Primary Agenda: Delimitation of production area, producer registration, traceability, quality
standards, governance formation, Manual of Specifications (MoP), sustainability practices, market
protection, and GI compliance.
Discussion Summary: Participants discussed preserving the reputation of authentic Kapeng
Barako from Lipa City and neighboring production zones. Concerns included misuse of the Barako
name, inconsistent quality standards, insufficient farm documentation, counterfeit products, weak
supply-chain transparency, and the need for stronger producer representation. Stakeholders
recommended standardized farm records, harvest monitoring, QR-based traceability, sensory
evaluation protocols, producer accreditation, annual audits, and a formal GI governing council.
Consensus Level: 92% agreement.
Decision: Approved for inclusion in GI preparation roadmap.
Traceability Support: Yes.
GI Registration Support: Yes.
Consultation ID: SC-041
Date: 2025 Consultation Cycle
Stakeholder Group: Coffee Farmers, LGU Representatives, Traders, Roasters, Cooperatives,
Academic Experts, and Industry Organizations.
Participants: 21 attendees.
Primary Agenda: Delimitation of production area, producer registration, traceability, quality
standards, governance formation, Manual of Specifications (MoP), sustainability practices, market
protection, and GI compliance.
Discussion Summary: Participants discussed preserving the reputation of authentic Kapeng
Barako from Lipa City and neighboring production zones. Concerns included misuse of the Barako
name, inconsistent quality standards, insufficient farm documentation, counterfeit products, weak
supply-chain transparency, and the need for stronger producer representation. Stakeholders
recommended standardized farm records, harvest monitoring, QR-based traceability, sensory
evaluation protocols, producer accreditation, annual audits, and a formal GI governing council.
Consensus Level: 93% agreement.
Decision: Approved for inclusion in GI preparation roadmap.
Traceability Support: Yes.
GI Registration Support: Yes.
Consultation ID: SC-042
Date: 2025 Consultation Cycle
Stakeholder Group: Coffee Farmers, LGU Representatives, Traders, Roasters, Cooperatives,
Academic Experts, and Industry Organizations.
Participants: 22 attendees.
Primary Agenda: Delimitation of production area, producer registration, traceability, quality
standards, governance formation, Manual of Specifications (MoP), sustainability practices, market
protection, and GI compliance.
Discussion Summary: Participants discussed preserving the reputation of authentic Kapeng
Barako from Lipa City and neighboring production zones. Concerns included misuse of the Barako
name, inconsistent quality standards, insufficient farm documentation, counterfeit products, weak
supply-chain transparency, and the need for stronger producer representation. Stakeholders
